policy_number,claim_number,claim_date,notification_date,finish_date,description,country_code,country,amount_cas,amount_wa,cost_ca,cost_wa,amount_reclaimed,total
22577,21825,13-08-2014,13-08-2014,29-09-2014,AUTO TERUG NA AUTODIEFSTAL,NL,Nederland,960.01,NA,69.6,NA,NA,1029.61
27256,21826,21-11-2014,30-12-2014,10-04-2015,REED ACHTERUIT OP RECHTE WEG,NL,Nederland,728.8,779.4,40.290000000000006,NA,NA,1548.49
22579,21827,31-08-2015,31-08-2015,11-01-2016,HAGEL,NL,Nederland,2201.86,NA,77.44000000000001,NA,NA,2279.3
22579,21828,30-08-2015,02-10-2015,14-10-2015,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,376.26,NA,NA,NA,NA,376.26
22580,21829,18-12-2016,14-06-2017,21-06-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22581,21830,09-11-2017,14-11-2017,30-11-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1782.6599999999999,NA,NA,NA,NA,1782.66
22581,21831,08-09-2015,14-09-2015,05-11-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1123.3,NA,NA,NA,-789.05,334.25
22581,21832,18-08-2014,20-08-2014,05-09-2014,STOND GEPARKEERD,NL,Nederland,NA,NA,20,NA,NA,20
22581,21833,16-08-2014,18-08-2014,16-09-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1966.58,NA,39.5,NA,-1844.6799999999998,161.4
22583,21834,26-01-2017,10-02-2017,10-02-2017,Ruitvervanging door Glasgarage,NL,Nederland,121.57,NA,NA,NA,NA,121.57
22583,21835,10-02-2016,10-02-2016,11-04-2016,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,1111.61,NA,77.44000000000001,NA,-67,1122.05
22584,21836,27-09-2019,30-09-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22584,21837,15-07-2019,17-07-2019,NA,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22585,21838,11-11-2017,13-11-2017,20-02-2018,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,474.76,408.38,NA,78.14999999999999,NA,961.29
22585,21839,06-06-2016,22-06-2016,15-03-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,707.23,NA,NA,NA,-654.1800000000001,53.05
22585,21840,06-06-2016,30-06-2016,27-02-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2078.9700000000003,NA,NA,NA,-3254.9700000000003,-1176
22585,21841,01-07-2015,06-07-2015,15-07-2015,Ruitreparatie door Glasgarage,NL,Nederland,54.449999999999996,NA,1,NA,NA,55.45
22585,21842,14-04-2015,15-04-2015,22-04-2015,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,1,NA,NA,61.5
22587,21843,21-05-2018,24-05-2018,28-06-2018,VERANDERDE VAN RIJSTROOK,NL,Nederland,NA,3579.61,NA,309.52,NA,3889.13
22588,21844,19-06-2019,03-07-2019,09-07-2019,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,481.87,NA,NA,NA,NA,481.87
22588,21845,13-06-2017,21-06-2017,26-06-2017,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
22588,21846,02-12-2015,18-12-2015,21-12-2015,Ruitvervanging door Glasgarage,NL,Nederland,348.44,NA,NA,NA,NA,348.44
22588,21847,12-11-2015,26-11-2015,15-12-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22588,21848,20-10-2015,05-11-2015,09-11-2015,Ruitvervanging door Glasgarage,NL,Nederland,348.44,NA,NA,NA,NA,348.44
22588,21849,15-04-2015,15-04-2015,04-05-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1397.83,NA,40.290000000000006,NA,NA,1438.12
22589,21850,23-01-2019,23-01-2019,19-03-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,806.89,NA,81.84,NA,888.73
22589,21851,06-06-2017,14-06-2017,19-06-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,1248.3799999999999,NA,NA,NA,NA,1248.38
22589,21852,19-02-2015,20-02-2015,13-03-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,640.4599999999999,NA,70.99000000000001,NA,NA,711.45
22589,21853,02-07-2014,08-07-2014,14-07-2014,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
22591,21854,06-10-2018,08-10-2018,27-11-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1573.82,NA,NA,NA,NA,1573.82
22593,21855,31-01-2015,09-02-2015,04-05-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,482.07,NA,NA,NA,-513.69,-31.62
22598,21856,23-10-2017,25-10-2017,13-11-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,840.43,NA,NA,NA,NA,840.43
22598,21857,10-04-2016,15-04-2016,18-04-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,86.1,NA,NA,NA,NA,86.1
22599,21858,11-07-2019,30-08-2019,02-10-2019,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,NA,NA,NA,NA,NA,0
22599,21859,30-06-2015,09-07-2015,15-07-2015,RUITVERVANGING DOOR CARGLASS,NL,Nederland,416.78999999999996,NA,1,NA,NA,417.79
22599,21860,18-02-2015,25-02-2015,04-03-2015,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
22601,21861,21-08-2019,23-08-2019,11-10-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,1043.1499999999999,NA,NA,NA,1043.15
22601,21862,04-11-2018,05-11-2018,NA,REED VOORUIT TEGEN STILSTAAND (ON)VERLICHT MTR,NL,Nederland,NA,364.64000000000004,NA,NA,-364.64000000000004,0
22601,21863,03-07-2014,04-07-2014,18-08-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,124.32,NA,39.5,NA,NA,163.82
22602,21864,01-05-2017,12-07-2017,17-07-2017,RUITREPARATIE DOOR CARGLASS,NL,Nederland,69.58,NA,NA,NA,NA,69.58
22602,21865,17-12-2014,22-12-2014,31-12-2014,Ruitvervanging door Glasgarage,NL,Nederland,318.06,NA,1,NA,NA,319.06
22603,21866,27-11-2017,04-12-2017,21-12-2017,ARTIKEL 185 WVW,NL,Nederland,NA,259.38,NA,32.51,NA,291.89
22604,21867,28-12-2015,29-12-2015,10-05-2016,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,D,Duitsland,NA,2086.21,NA,312.92999999999995,NA,2399.14
22608,21868,20-08-2017,21-08-2017,21-09-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,77.44000000000001,NA,NA,77.44
22609,21869,05-11-2016,07-11-2016,02-01-2017,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,835.14,927.43,NA,NA,NA,1762.57
22613,21870,20-12-2018,21-12-2018,26-02-2019,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,3713.01,NA,NA,NA,NA,3713.01
22613,21871,13-09-2015,14-09-2015,03-10-2015,STOND GEPARKEERD,NL,Nederland,549.42,NA,NA,NA,NA,549.42
22614,21872,05-09-2017,25-09-2017,27-03-2018,STOND GEPARKEERD,NL,Nederland,625.64,NA,NA,NA,NA,625.64
27257,21873,21-01-2015,26-01-2015,02-02-2015,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
22615,21874,06-04-2015,08-04-2015,28-04-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1645.47,NA,40.290000000000006,NA,NA,1685.76
22615,21875,01-08-2014,04-08-2014,04-09-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2472.38,NA,39.5,NA,-2319.13,192.75
22616,21876,21-03-2018,03-04-2018,04-04-2018,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
22616,21877,13-03-2015,18-03-2015,24-03-2015,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
22616,21878,17-02-2015,25-02-2015,03-03-2015,GLASSREPAIR,NL,Nederland,133.1,NA,NA,NA,NA,133.1
22618,21879,12-11-2018,04-12-2018,04-01-2019,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,497.3,1115.23,NA,NA,NA,1612.53
22618,21880,24-08-2018,05-09-2018,31-12-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,615.2700000000001,NA,NA,-615.2700000000001,0
22618,21881,13-02-2018,13-02-2018,03-04-2018,STOND GEPARKEERD,NL,Nederland,957.8399999999999,NA,NA,NA,NA,957.84
22619,21882,03-02-2016,04-02-2016,08-03-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,3399.08,NA,77.44000000000001,NA,-3399.08,77.44
22619,21883,18-11-2014,19-11-2014,24-04-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,79.6,NA,79.6
27258,21884,10-04-2018,11-04-2018,27-06-2018,STOND GEPARKEERD,NL,Nederland,1673.57,NA,78.53,NA,NA,1752.1
22621,21885,14-12-2018,20-12-2018,24-12-2018,RUITVERVANGING DOOR CARGLASS,NL,Nederland,404.44,NA,NA,NA,NA,404.44
22622,21886,11-11-2017,16-11-2017,25-06-2018,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,NA,3554.75,NA,NA,NA,3554.75
27259,21887,08-09-2018,10-09-2018,04-07-2019,"SLIPTE, SLOEG OM OF RAAKTE VAN DE WEG OP RECHTE WEG",NL,Nederland,2755,NA,78.53,NA,NA,2833.53
27260,21888,29-11-2014,02-12-2014,23-12-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1013.81,NA,69.6,NA,-1114.6899999999998,-31.28
27260,21889,24-05-2014,30-05-2014,16-06-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,1634.44,NA,34.220000000000006,NA,1668.66
27261,21890,01-07-2015,01-07-2015,19-08-2015,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,NA,NA,NA,NA,NA,0
27262,21891,02-03-2015,10-03-2015,18-03-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
27263,21892,12-02-2019,13-02-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,20170,NA,78.53,NA,NA,20248.53
27263,21893,10-10-2018,16-10-2018,03-04-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,438.02,NA,78.53,NA,-438.02,78.53
27263,21894,17-07-2018,17-07-2018,03-04-2019,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,4894.99,NA,78.53,NA,NA,4973.52
27263,21895,06-10-2017,16-10-2017,31-10-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27263,21896,06-10-2017,24-10-2017,10-01-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27263,21897,20-07-2015,30-07-2015,10-08-2015,ARTIKEL 185 WVW,NL,Nederland,NA,NA,NA,NA,NA,0
27263,21898,20-07-2015,10-08-2015,04-01-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22624,21899,06-08-2017,28-08-2017,31-12-2018,REED TEGEN STILSTAAND VAST OBJECT,D,Duitsland,NA,490.75,NA,200,NA,690.75
22624,21900,14-06-2015,16-07-2015,07-10-2016,REED ACHTERUIT OP RECHTE WEG,D,Duitsland,NA,1006.62,NA,200,NA,1206.62
22624,21901,19-10-2014,19-11-2014,16-02-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27264,21902,08-05-2017,20-09-2017,25-09-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,410.72999999999996,NA,NA,NA,NA,410.73
27264,21903,16-09-2016,04-10-2016,24-11-2016,VERANDERDE VAN RIJSTROOK,NL,Nederland,1610.54,2796.05,NA,83.11999999999999,NA,4489.71
27265,21904,05-03-2014,10-03-2014,10-04-2014,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,NA,689.14,NA,NA,NA,689.14
27266,21905,24-07-2017,27-07-2017,31-08-2017,REED ACHTERUIT OP RECHTE WEG,NL,Nederland,NA,3226.72,NA,NA,NA,3226.72
22625,21906,14-05-2018,18-05-2018,14-06-2018,VERLEENDE GEEN VOORRANG,NL,Nederland,NA,723.3,NA,89.75,NA,813.05
27267,21907,12-04-2016,02-05-2016,09-05-2016,RUITREPARATIE DOOR CARGLASS,NL,Nederland,86.1,NA,NA,NA,NA,86.1
27267,21908,02-09-2015,03-09-2015,17-11-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1842.2,NA,40.290000000000006,NA,-1704.03,178.46
22628,21909,27-11-2015,02-12-2015,11-03-2016,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,671.69,NA,38.15,NA,709.84
22630,21910,18-11-2014,18-11-2014,02-12-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,709.11,NA,69.6,NA,NA,778.71
27268,21911,04-07-2014,10-07-2014,16-07-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,414.96999999999997,NA,1,NA,NA,415.97
22634,21912,27-06-2017,13-07-2017,16-08-2017,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,1488.2,NA,NA,NA,NA,1488.2
22634,21913,25-01-2015,26-01-2015,03-02-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,NA,NA,NA,NA,NA,0
22634,21914,25-01-2015,28-01-2015,19-02-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,858.56,NA,40.290000000000006,NA,NA,898.85
22634,21915,01-11-2014,03-11-2014,21-01-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,535.81,NA,297.85,NA,-535.81,297.85
22634,21916,08-04-2014,09-04-2014,23-04-2014,STOND GEPARKEERD,NL,Nederland,1442.97,NA,39.5,NA,NA,1482.47
22635,21917,08-06-2019,27-06-2019,19-07-2019,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,493.6,NA,NA,NA,NA,493.6
22635,21918,26-12-2016,03-01-2017,03-04-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,554.92,NA,NA,NA,-554.92,0
22635,21919,23-04-2015,29-04-2015,08-05-2015,GLASSREPAIR,NL,Nederland,96.8,NA,NA,NA,NA,96.8
22636,21920,25-06-2015,03-08-2015,29-04-2016,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2378.48,NA,71.57,NA,NA,2450.05
27269,21921,30-08-2015,30-09-2015,23-12-2015,HAGEL,NL,Nederland,865,NA,77.44000000000001,NA,NA,942.44
27270,21922,07-10-2014,08-10-2014,11-11-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,62.17,NA,NA,NA,NA,62.17
27270,21923,30-06-2014,02-07-2014,02-10-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,1811.87,NA,70.16,NA,NA,1882.03
22638,21924,11-06-2017,15-06-2017,30-08-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,112,NA,114.95,NA,NA,226.95
22638,21925,06-05-2017,10-08-2017,04-09-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,180,NA,NA,NA,NA,180
22638,21926,08-05-2015,23-06-2015,04-11-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,181.88000000000002,71.57,NA,NA,253.45
22643,21927,09-10-2017,10-10-2017,21-12-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,651.09,NA,77.44000000000001,NA,-766.04,-37.51
22643,21928,24-05-2015,27-08-2015,14-12-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1786.87,NA,70.99000000000001,NA,-2147.73,-289.87
22643,21929,02-01-2014,05-02-2014,13-02-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,617.8599999999999,NA,1,NA,NA,618.86
27271,21930,11-02-2014,13-02-2014,12-03-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,4734.6,NA,6016.81,NA,-8731.210000000001,2020.2
27271,21931,11-02-2014,14-02-2014,04-04-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27272,21932,05-02-2016,10-02-2016,11-02-2016,GLASSREPAIR,NL,Nederland,133.1,NA,NA,NA,NA,133.1
27272,21933,21-04-2014,29-04-2014,07-05-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,385.22999999999996,NA,1,NA,NA,386.23
22648,21934,12-08-2017,14-08-2017,23-10-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,661.93,NA,NA,NA,-612.2800000000001,49.65
22649,21935,12-07-2016,14-07-2016,22-10-2016,HAGEL,NL,Nederland,2947.75,NA,114.95,NA,NA,3062.7
22650,21936,29-01-2016,04-02-2016,08-02-2016,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,328.71999999999997,NA,NA,NA,NA,328.72
27273,21937,29-01-2014,30-01-2014,05-02-2014,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,279.59,NA,1,NA,NA,280.59
22652,21938,26-11-2014,26-11-2014,17-12-2014,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27274,21939,13-01-2015,15-01-2015,21-01-2015,RUITREPARATIE DOOR CARGLASS,NL,Nederland,83.99000000000001,NA,1,NA,NA,84.99
27275,21940,04-10-2016,04-10-2016,27-12-2016,RUITVERVANGING DOOR CARGLASS,NL,Nederland,335.58,NA,NA,NA,NA,335.58
22653,21941,20-02-2018,20-02-2018,26-02-2018,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
22654,21942,27-03-2016,02-04-2016,04-04-2016,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
22654,21943,16-01-2015,16-01-2015,13-02-2015,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,2555.63,NA,40.290000000000006,NA,NA,2595.92
22655,21944,29-08-2015,03-09-2015,16-02-2016,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,511.75,NA,43.78,NA,555.53
27276,21945,10-07-2015,10-07-2015,17-08-2015,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,2698.23,2474.61,40.290000000000006,72.04,NA,5285.17
27276,21946,11-07-2014,11-07-2014,30-10-2014,STOND GEPARKEERD,NL,Nederland,709.2700000000001,NA,39.5,NA,-415.31,333.46
27276,21947,15-05-2014,15-05-2014,10-06-2014,STOND GEPARKEERD,NL,Nederland,1581.57,NA,39.5,NA,NA,1621.07
22656,21948,03-02-2018,13-02-2018,19-02-2018,RUITREPARATIE DOOR CARGLASS,NL,Nederland,69.58,NA,NA,NA,NA,69.58
22656,21949,16-11-2016,17-11-2016,23-11-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,13616.3,NA,5.619999999999999,NA,13621.92
22656,21950,02-08-2014,25-11-2014,03-12-2014,RUITVERVANGING DOOR CARGLASS,NL,Nederland,182.95000000000002,NA,1,NA,NA,183.95
27277,21951,24-09-2014,30-09-2014,08-10-2014,Ruitvervanging door Glasgarage,NL,Nederland,492.3,NA,21,NA,NA,513.3
27278,21952,23-09-2014,24-09-2014,13-11-2014,STOND GEPARKEERD,NL,Nederland,956.66,NA,5,NA,-897.3599999999999,64.3
27279,21953,06-10-2014,13-10-2014,22-10-2014,Ruitvervanging door Glasgarage,NL,Nederland,374.18,NA,1,NA,NA,375.18
22659,21954,20-07-2018,20-07-2018,19-10-2018,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27280,21955,20-10-2014,24-10-2014,10-02-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,789.9399999999999,NA,69.6,NA,-1149.41,-289.87
22663,21956,11-06-2019,26-06-2019,NA,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,78.53,NA,NA,78.53
22663,21957,11-06-2019,26-06-2019,05-07-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22663,21958,09-02-2017,09-02-2017,13-02-2017,RUITREPARATIE DOOR AUTOTAALGLAS,NL,Nederland,60.5,NA,NA,NA,NA,60.5
22663,21959,22-11-2016,23-11-2016,28-11-2016,RUITVERVANGING DOOR AUTOTAALGLAS,NL,Nederland,198.12,NA,NA,NA,NA,198.12
22663,21960,23-04-2014,23-04-2014,27-01-2015,ARTIKEL 185 WVW,NL,Nederland,NA,345,NA,86.55,NA,431.55
22664,21961,05-11-2016,07-11-2016,03-01-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1252.99,NA,77.44000000000001,NA,-1252.99,77.44
22664,21962,13-04-2015,24-04-2015,29-07-2015,UITRIJDEN VAN IN- OF UITRIT,NL,Nederland,NA,2508.71,NA,NA,NA,2508.71
22664,21963,03-04-2015,08-06-2015,28-07-2015,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22665,21964,20-07-2019,22-07-2019,11-09-2019,HAGEL,NL,Nederland,1818.27,NA,NA,NA,NA,1818.27
22665,21965,25-01-2017,07-03-2017,13-03-2017,RUITVERVANGING DOOR CARGLASS,NL,Nederland,498.63,NA,NA,NA,NA,498.63
22666,21966,15-10-2015,16-10-2015,09-11-2015,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,NA,1673.61,NA,80.86999999999999,NA,1754.48
27281,21967,30-05-2015,22-06-2015,05-10-2015,STORM,NL,Nederland,27.56,NA,71.57,NA,NA,99.13
22667,21968,13-04-2017,18-04-2017,13-06-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,555.73,NA,NA,NA,-514.04,41.69
22667,21969,20-11-2016,23-11-2016,04-01-2017,STOND GEPARKEERD,NL,Nederland,849.9499999999999,NA,NA,NA,NA,849.95
22670,21970,19-06-2019,27-09-2019,30-09-2019,RUITVERVANGING DOOR CARGLASS,NL,Nederland,306.59,NA,NA,NA,NA,306.59
22670,21971,05-06-2018,05-06-2018,28-08-2018,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,635.61,NA,NA,NA,NA,635.61
22670,21972,12-05-2017,12-05-2017,11-10-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,2033.76,NA,NA,NA,-2283.75,-249.99
22671,21973,18-07-2015,04-08-2015,09-11-2015,STORM,NL,Nederland,252.5,NA,114.95,NA,NA,367.45
27282,21974,20-07-2014,21-07-2014,06-08-2014,REED ACHTERUIT OP EEN TERREIN,NL,Nederland,4496.8,6454.4,79.6,84.92,NA,11115.72
27283,21975,20-11-2018,21-11-2018,12-06-2019,GEEN AFSTAND BEWAARD TOT VOORGANGER OP RECHTE WEG,NL,Nederland,1915,NA,78.53,NA,NA,1993.53
27283,21976,01-05-2015,06-05-2015,16-06-2015,STOND GEPARKEERD,NL,Nederland,1178.44,NA,70.99000000000001,NA,NA,1249.43
27284,21977,24-09-2015,29-09-2015,15-10-2015,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
27284,21978,24-09-2015,30-09-2015,15-10-2015,RUITBREUK,NL,Nederland,84.7,NA,NA,NA,NA,84.7
27284,21979,24-11-2014,11-12-2014,17-12-2014,RUITREPARATIE DOOR CARGLASS,NL,Nederland,107.58,NA,1,NA,NA,108.58
27284,21980,01-06-2014,02-06-2014,17-06-2014,REED TEGEN STILSTAAND VAST OBJECT,NL,Nederland,3359.8100000000004,NA,39.5,NA,NA,3399.31
27285,21981,07-08-2014,08-08-2014,10-09-2014,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,2100,1266,39.5,81.48,NA,3486.98
27286,21982,07-06-2015,19-06-2015,24-06-2015,Ruitreparatie door Glasgarage,NL,Nederland,54.449999999999996,NA,1,NA,NA,55.45
27287,21983,21-12-2014,22-12-2014,11-02-2015,"(IN)BRAAK, DIEFSTAL, ACCESS, ETC.",NL,Nederland,323.28999999999996,NA,70.99000000000001,NA,NA,394.28
22675,21984,18-03-2019,21-03-2019,17-05-2019,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,833.87,NA,NA,NA,833.87
22675,21985,18-01-2019,21-01-2019,26-07-2019,GING PARKEREN (TERZIJDE VAN DE WEG),NL,Nederland,NA,NA,NA,NA,NA,0
22678,21986,10-08-2017,10-08-2017,13-09-2017,GING PARKEREN (TERZIJDE VAN DE WEG),NL,Nederland,NA,NA,NA,NA,NA,0
22678,21987,02-08-2017,10-08-2017,09-11-2017,REED TEGEN (ON)VERLICHT STILSTAAND OBJECT,NL,Nederland,NA,400.01,NA,NA,NA,400.01
22678,21988,04-11-2014,06-11-2014,06-11-2014,RUITBREUK,NL,Nederland,932.55,NA,NA,NA,NA,932.55
22678,21989,25-02-2014,26-02-2014,28-03-2014,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,2253.9500000000003,2187.9100000000003,69.6,NA,NA,4511.46
27288,21990,26-08-2015,26-08-2015,06-10-2015,UIT PARKEERSTAND WEGGEREDEN,NL,Nederland,3290.5,1900.3,70.99000000000001,NA,NA,5261.79
27289,21991,07-04-2017,07-04-2017,21-06-2017,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,1538.2,NA,NA,NA,-1422.83,115.37
27289,21992,07-04-2017,21-06-2017,28-06-2019,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,277.37,NA,-1021.37,-744
27289,21993,15-04-2016,15-04-2016,21-04-2016,STOND GEPARKEERD,NL,Nederland,NA,NA,NA,NA,NA,0
27290,21994,22-02-2018,23-02-2018,29-03-2018,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,5155.42,NA,78.53,NA,-4518.76,715.19
27290,21995,09-06-2015,09-06-2015,03-07-2015,STOND GEPARKEERD,NL,Nederland,211.75,NA,40.290000000000006,NA,NA,252.04
22679,21996,13-03-2016,14-03-2016,05-04-2016,STOND GEPARKEERD,NL,Nederland,2185,NA,77.44000000000001,NA,NA,2262.44
22679,21997,24-08-2015,26-08-2015,22-02-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,NA,NA,NA,NA,NA,0
22680,21998,30-08-2015,07-09-2015,19-11-2015,HAGEL,NL,Nederland,2269.88,NA,77.44000000000001,NA,NA,2347.32
22681,21999,20-03-2015,20-03-2015,01-10-2015,REED ACHTERUIT OP EEN TERREIN,NL,Nederland,619.54,292.7,40.290000000000006,NA,-391.84000000000003,560.69
22683,22000,29-01-2016,01-02-2016,03-03-2016,"NIET SCHULDSCHADE, VERHAALBAAR",NL,Nederland,414.76,NA,NA,NA,-383.65000000000003,31.11
22685,22001,06-03-2016,09-03-2016,12-12-2017,"SCHULDSCHADE, NIET VERHAALBAAR",NL,Nederland,NA,1280.3,NA,32.58,NA,1312.88
